,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,MARST,BIRTHYR,DIVINYR,WIDINYR,RACE,RACED,BPL,BPLD,HCOVPRIV,HINSCAID,HINSCARE,EDUC,EDUCD,EMPSTAT,EMPSTATD,LABFORCE,WKSWORK2,UHRSWORK,INCTOT,INCWAGE
616624,2021,202101,258291,2021000443601,44.0,2021002582911,90209,1,1,44.0,2,79,5,1942,1,1,1,100,9,900,2,1,2,7,71,3,30,1,0,0,10800,0
2974926,2021,202101,1318674,2021000457916,52.0,2021013186741,1100149,1,2,67.0,1,64,1,1957,1,1,1,100,6,600,2,1,1,8,81,1,10,2,6,40,104000,104000
49676,2021,202101,23254,2021010008649,52.0,2021000232541,10102,3,1,52.0,2,51,2,1970,1,1,1,100,2,200,1,2,1,6,64,3,30,1,0,0,0,0
3039905,2021,202101,1347480,2021000542260,77.0,2021013474801,5500251,1,2,79.0,2,73,1,1948,1,1,1,100,42,4200,2,1,2,11,114,3,30,1,0,0,50000,0
55772,2021,202101,25885,2021001347398,34.0,2021000258851,40002,1,1,35.0,2,42,6,1979,0,0,3,371,2,200,1,1,1,7,71,1,10,2,6,37,40900,40000
1011758,2021,202101,438859,2021000195072,210.0,2021004388591,340717,1,1,210.0,1,49,4,1972,1,1,2,200,17,1700,2,1,1,6,63,1,10,2,6,25,70000,70000
2376808,2021,202101,1053342,2021000976033,55.0,2021010533421,50040,1,1,54.0,2,69,1,1952,1,1,1,100,31,3100,1,1,2,7,71,3,30,1,0,0,6600,0
536238,2021,202101,222266,2021001380696,96.0,2021002222661,591606,1,1,96.0,1,45,1,1976,1,1,8,826,200,20000,1,2,1,2,23,2,20,2,0,0,0,0
3154949,2021,202101,1396900,2021001158614,45.0,2021013969001,1120053,1,1,44.0,1,69,4,1952,1,1,1,100,53,5300,1,1,2,11,114,3,30,1,0,0,60000,0
252926,2021,202101,117394,2021000295854,480.0,2021001173941,370506,1,3,352.0,1,8,6,2013,0,0,1,100,6,600,2,1,1,1,15,0,0,0,0,0,9999999,999999
3134493,2021,202101,1388572,2021000776733,54.0,2021013885721,1150253,1,1,53.0,2,89,5,1932,1,1,1,100,53,5300,2,1,2,6,65,3,30,1,0,0,19200,0
200049,2021,202101,97628,2021000092144,361.0,2021000976281,730206,1,1,361.0,2,77,1,1944,1,1,1,100,34,3400,2,1,2,11,114,3,30,1,0,0,11800,0
2856113,2021,202101,1271449,2021000808823,416.0,2021012714491,190148,1,1,415.0,1,42,4,1979,1,1,2,200,600,60026,2,1,1,10,101,1,10,2,4,40,75000,0
2819320,2021,202101,1256875,2021000598017,155.0,2021012568751,360248,1,3,275.0,2,18,6,2003,0,0,8,826,48,4800,2,1,1,6,63,3,30,1,0,0,0,0
1659700,2021,202101,730485,2021000904831,49.0,2021007304851,80028,1,5,90.0,1,15,6,2006,0,0,2,200,40,4000,1,2,1,2,23,0,0,0,0,0,0,999999
1495921,2021,202101,658273,2021000099491,78.0,2021006582731,290826,1,2,93.0,1,74,1,1947,1,1,1,100,26,2600,2,1,2,11,114,3,30,1,0,0,64700,0
2565775,2021,202101,1139889,2021000630629,61.0,2021011398891,30044,1,3,47.0,2,6,6,2015,0,0,8,801,44,4400,2,1,1,1,11,0,0,0,0,0,9999999,999999
2472233,2021,202101,1099085,2021000396499,229.0,2021010990851,320142,1,1,229.0,2,89,1,1932,1,1,1,100,465,46500,1,2,2,11,114,3,30,1,0,0,7100,0
2544434,2021,202101,1130252,2021001232961,69.0,2021011302521,310642,1,1,69.0,1,35,1,1986,1,1,1,100,37,3700,2,1,1,10,101,1,10,2,4,60,65000,40000
11952,2021,202101,6717,2021000281986,20.0,2021000067171,250001,1,1,21.0,1,40,6,1981,0,0,1,100,1,100,1,1,1,6,63,1,10,2,6,48,45000,45000
1046403,2021,202101,453441,2021000599964,66.0,2021004534411,330717,1,1,66.0,2,57,2,1964,1,1,1,100,17,1700,2,1,1,6,63,1,10,2,6,40,40000,40000
1916727,2021,202101,842979,2021001324069,30.0,2021008429791,110035,1,1,30.0,2,64,5,1957,1,1,1,100,35,3500,1,2,2,6,65,3,30,1,0,0,15600,0
2818005,2021,202101,1256354,2021000590481,31.0,2021012563541,260048,1,1,30.0,2,43,6,1978,0,0,1,100,48,4800,1,1,1,11,114,1,10,2,6,40,40500,40500
849184,2021,202101,365222,2021001339404,244.0,2021003652221,110512,1,4,348.0,1,6,6,2015,0,0,2,200,12,1200,2,1,1,1,12,0,0,0,0,0,9999999,999999
1271479,2021,202101,554356,2021000767915,41.0,2021005543561,90021,1,5,84.0,1,4,6,2017,0,0,1,100,21,2100,1,2,1,1,11,0,0,0,0,0,9999999,999999
1527443,2021,202101,671866,2021000570178,40.0,2021006718661,130026,1,4,52.0,1,3,6,2018,0,0,1,100,26,2600,2,1,1,0,2,0,0,0,0,0,9999999,999999
798563,2021,202101,343050,2021000966936,218.0,2021003430501,1110212,1,1,219.0,2,26,1,1995,1,1,1,100,26,2600,2,1,1,10,101,3,30,1,0,0,28000,0
2363890,2021,202101,1047973,2021000468786,59.0,2021010479731,60240,1,1,59.0,1,64,1,1957,1,1,8,802,17,1700,1,1,1,11,114,3,30,1,0,0,60000,0
2575531,2021,202101,1145716,2021000044291,32.0,2021011457161,80045,1,2,72.0,2,88,5,1933,1,1,2,200,45,4500,1,2,2,6,63,3,30,1,0,0,24000,0
2140526,2021,202101,946006,2021000231121,45.0,2021009460061,310637,1,3,49.0,2,1,6,2020,0,0,1,100,37,3700,1,1,1,0,1,0,0,0,0,0,9999999,999999
802064,2021,202101,344591,2021000994330,77.0,2021003445911,860112,1,3,76.0,2,6,6,2015,0,0,1,100,12,1200,2,1,1,1,12,0,0,0,0,0,9999999,999999
1030683,2021,202101,446838,2021000417482,58.0,2021004468381,310517,1,1,59.0,2,66,1,1955,1,1,1,100,4,400,2,1,2,7,71,3,30,1,0,0,11100,0
2831276,2021,202101,1261649,2021000667747,118.0,2021012616491,190148,1,2,227.0,2,24,6,1997,0,0,1,100,48,4800,2,1,1,10,101,1,10,2,6,40,15000,15000
1121281,2021,202101,486724,2021000044087,134.0,2021004867241,270018,1,4,119.0,1,2,6,2019,0,0,1,100,18,1800,1,2,1,0,1,0,0,0,0,0,9999999,999999
1297394,2021,202101,566737,2021000120542,118.0,2021005667371,220122,1,2,102.0,1,41,1,1980,1,1,1,100,22,2200,2,1,1,6,64,1,10,2,6,40,-6000,0
2551719,2021,202101,1133413,2021001318678,28.0,2021011334131,310142,1,3,25.0,2,14,6,2007,0,0,1,100,42,4200,2,1,1,2,25,0,0,0,0,0,9999999,999999
1243535,2021,202101,541152,2021001309134,149.0,2021005411521,130220,1,2,249.0,2,21,6,2000,0,0,3,310,40,4000,2,1,1,7,71,1,10,2,2,20,6000,6000
80981,2021,202101,38364,2021000436159,55.0,2021000383641,20804,1,2,69.0,2,40,1,1981,1,1,1,100,200,20000,1,2,1,3,30,1,10,2,6,36,8000,8000
1895580,2021,202101,833528,2021001370319,21.0,2021008335281,120534,1,2,24.0,1,62,1,1959,1,1,1,100,34,3400,2,1,1,11,114,1,10,2,6,50,50000,50000
2558284,2021,202101,1136226,2021001394197,16.0,2021011362261,110042,1,1,17.0,2,85,5,1936,1,1,1,100,42,4200,2,1,2,6,63,3,30,1,0,0,22900,0
1591696,2021,202101,700758,2021000137745,149.0,2021007007581,60027,1,4,148.0,1,7,6,2014,0,0,1,100,27,2700,1,1,1,1,14,0,0,0,0,0,9999999,999999
2035573,2021,202101,898930,2021000793042,36.0,2021008989301,410636,1,6,55.0,1,12,6,2009,0,0,1,100,36,3600,1,1,1,2,22,0,0,0,0,0,9999999,999999
2863516,2021,202101,1274381,2021000850972,48.0,2021012743811,232248,1,1,48.0,1,68,6,1953,0,0,1,100,48,4800,2,1,2,10,101,3,30,1,0,0,91000,0
2546162,2021,202101,1130997,2021001253566,288.0,2021011309971,300242,1,1,287.0,1,36,1,1985,1,1,1,100,42,4200,2,1,1,10,101,1,10,2,6,50,180000,180000
1456916,2021,202101,639454,2021000831418,89.0,2021006394541,30225,1,4,101.0,1,27,6,1994,0,0,1,100,25,2500,1,2,2,6,63,3,30,1,0,0,8000,0
1524249,2021,202101,670476,2021000523521,82.0,2021006704761,290126,1,4,94.0,2,14,6,2007,0,0,1,100,26,2600,2,1,1,2,26,0,0,0,0,0,9999999,999999
2187631,2021,202101,966545,2021000912167,142.0,2021009665451,130237,1,2,105.0,1,82,6,1939,0,0,1,100,51,5100,2,1,2,7,71,3,30,1,0,0,16400,0
2028674,2021,202101,896140,2021000742403,111.0,2021008961401,240136,1,4,126.0,1,13,6,2008,0,0,1,100,36,3600,2,1,1,2,25,0,0,0,0,0,9999999,999999
1320233,2021,202101,576778,2021000906711,41.0,2021005767781,60022,1,1,42.0,2,53,1,1968,1,1,1,100,22,2200,2,1,1,7,71,1,10,2,6,30,16000,16000
2328340,2021,202101,1031561,2021001142107,207.0,2021010315611,570039,1,2,148.0,2,58,1,1963,1,1,1,100,39,3900,2,1,1,6,63,1,10,2,6,25,37000,0
1356126,2021,202101,595068,2021000088475,62.0,2021005950681,130024,1,1,62.0,1,81,2,1940,1,1,1,100,42,4200,2,1,2,11,115,3,30,1,0,0,70350,0
410401,2021,202101,175759,2021000899698,60.0,2021001757591,370406,1,1,60.0,1,70,1,1951,1,1,1,100,26,2600,2,1,1,6,63,3,30,1,0,0,27600,0
1682268,2021,202101,742043,2021000238141,72.0,2021007420431,180729,1,2,72.0,2,53,6,1968,0,0,1,100,48,4800,2,1,1,6,63,3,30,1,0,0,0,0
2450587,2021,202101,1089849,2021000148275,58.0,2021010898491,50042,1,2,53.0,1,83,1,1938,1,1,1,100,36,3600,2,1,2,6,64,3,30,1,0,0,21100,0
2348611,2021,202101,1040343,2021001397715,46.0,2021010403431,390039,1,2,42.0,1,43,1,1978,1,1,8,826,39,3900,1,2,1,8,81,1,10,2,6,40,23400,0
1867644,2021,202101,822514,2021000934179,76.0,2021008225141,200234,1,4,100.0,2,4,6,2017,0,0,1,100,34,3400,1,2,1,0,2,0,0,0,0,0,9999999,999999
1971081,2021,202101,872432,2021000309570,61.0,2021008724321,330536,1,1,61.0,1,87,1,1934,1,1,1,100,36,3600,2,2,2,6,63,3,30,1,0,0,33900,0
216827,2021,202101,103905,2021000156194,108.0,2021001039051,731006,1,1,109.0,1,41,1,1980,1,1,1,100,300,30025,2,1,1,6,63,1,14,2,6,60,74000,74000
2763439,2021,202101,1234725,2021000277083,41.0,2021012347251,10048,1,2,111.0,1,49,1,1972,1,1,8,826,200,20000,1,1,1,6,63,3,30,1,0,0,9500,0
2939998,2021,202101,1304547,2021001284373,128.0,2021013045471,463448,1,1,128.0,1,69,1,1952,1,1,7,700,300,30050,1,1,2,11,114,1,10,2,1,30,163400,140000
3067703,2021,202101,1359118,2021001026656,186.0,2021013591181,5104551,1,2,178.0,1,50,1,1971,1,1,1,100,51,5100,2,1,1,6,63,1,10,2,6,70,75000,75000
1000310,2021,202101,434078,2021000066170,126.0,2021004340781,120517,1,1,127.0,1,62,6,1959,0,0,1,100,17,1700,1,1,1,6,63,1,10,2,6,10,31000,31000
2512407,2021,202101,1116431,2021000864571,26.0,2021011164311,70242,1,4,25.0,1,12,6,2009,0,0,1,100,42,4200,2,1,1,2,23,0,0,0,0,0,9999999,999999
2524348,2021,202101,1121608,2021001002374,24.0,2021011216081,260042,1,1,24.0,1,65,1,1956,1,1,1,100,42,4200,2,1,2,6,63,3,30,1,0,0,16900,0
1691861,2021,202101,746141,2021000463508,69.0,2021007461411,180529,1,4,75.0,2,7,6,2014,0,0,1,100,48,4800,2,1,1,1,14,0,0,0,0,0,9999999,999999
2931243,2021,202101,1301107,2021001237086,100.0,2021013011071,480248,1,3,134.0,1,18,6,2003,0,0,1,100,48,4800,2,1,1,6,65,1,10,2,2,20,3000,3000
2053874,2021,202101,906602,2021000934561,22.0,2021009066021,240236,1,2,17.0,2,31,1,1990,1,1,1,100,36,3600,2,1,1,10,101,1,10,2,6,40,75000,75000
283230,2021,202101,128691,2021000411968,58.0,2021001286911,851106,1,2,56.0,2,72,1,1949,1,1,1,100,42,4200,2,1,2,10,101,3,30,1,0,0,44600,0
2957436,2021,202101,1311506,2021001384030,104.0,2021013115061,530348,1,1,104.0,1,70,4,1951,1,1,1,100,42,4200,2,2,2,7,71,3,30,1,0,0,10000,0
1978412,2021,202101,875474,2021000365202,108.0,2021008754741,410636,1,1,109.0,2,56,1,1965,1,1,1,100,413,41300,2,1,1,8,81,3,30,1,0,0,23000,0
2149719,2021,202101,950009,2021000364309,53.0,2021009500091,130137,1,2,59.0,2,39,1,1982,1,1,8,826,36,3600,2,1,1,10,101,1,10,2,6,40,49400,49400
1459166,2021,202101,640392,2021000878903,237.0,2021006403921,70125,1,2,169.0,2,37,1,1984,1,1,8,826,33,3300,2,1,1,11,114,1,10,2,6,40,85000,85000
2438732,2021,202101,1084738,2021000011298,38.0,2021010847381,110042,1,1,38.0,1,78,1,1943,1,1,1,100,42,4200,2,1,2,6,63,3,30,1,1,20,30080,680
1263091,2021,202101,550801,2021000495343,284.0,2021005508011,220021,1,2,257.0,1,30,1,1991,1,1,1,100,21,2100,1,2,1,10,101,1,10,2,6,60,30000,30000
2367316,2021,202101,1049395,2021000608174,188.0,2021010493951,100340,1,3,175.0,1,7,6,2014,0,0,3,361,40,4000,2,1,1,1,12,0,0,0,0,0,9999999,999999
848691,2021,202101,365014,2021001335537,82.0,2021003650141,710112,1,6,107.0,2,15,6,2006,0,0,8,826,210,21040,1,1,1,2,25,0,0,0,0,0,0,999999
842552,2021,202101,362269,2021001289949,50.0,2021003622691,710312,1,2,39.0,1,54,1,1967,1,1,2,200,13,1300,2,1,1,6,65,1,10,2,6,40,71000,71000
1367446,2021,202101,599659,2021000360220,172.0,2021005996591,60224,1,2,213.0,2,38,1,1983,1,1,2,200,24,2400,2,1,2,6,63,1,10,2,1,4,400,400
2503563,2021,202101,1112604,2021000759941,358.0,2021011126041,320142,1,2,467.0,1,13,6,2008,0,0,8,834,42,4200,2,1,1,2,25,0,0,0,0,0,9999999,999999
664227,2021,202101,284185,2021010144694,48.0,2021002841851,1270212,3,1,48.0,1,59,6,1962,0,0,2,200,28,2800,1,2,1,6,63,3,30,1,0,0,0,0
3176869,2021,202101,1406526,2021000624909,50.0,2021014065261,70054,1,2,78.0,1,33,6,1988,0,0,1,100,54,5400,1,1,1,8,81,3,30,1,0,0,0,0
2894736,2021,202101,1286670,2021001027414,17.0,2021012866701,240048,1,3,17.0,1,11,6,2010,0,0,1,100,48,4800,2,1,1,2,22,0,0,0,0,0,9999999,999999
2918434,2021,202101,1295950,2021001162246,45.0,2021012959501,110048,1,1,45.0,1,64,1,1957,1,1,1,100,48,4800,1,1,2,6,63,1,10,2,1,65,89000,85000
2296945,2021,202101,1017847,2021000747363,52.0,2021010178471,180539,1,1,53.0,1,78,1,1943,1,1,1,100,25,2500,1,1,2,10,101,3,30,1,0,0,45500,0
3235718,2021,202101,1433517,2021001143724,19.0,2021014335171,70055,1,3,30.0,2,18,6,2003,0,0,1,100,55,5500,2,1,1,6,63,1,10,2,1,16,1000,1000
1032379,2021,202101,447533,2021000437073,57.0,2021004475331,90017,1,3,35.0,2,7,6,2014,0,0,1,100,17,1700,1,2,1,1,12,0,0,0,0,0,9999999,999999
3025973,2021,202101,1341681,2021000305803,46.0,2021013416811,5109051,1,5,66.0,2,94,5,1927,1,1,1,100,51,5100,1,1,2,6,63,3,30,1,0,0,52500,0
31907,2021,202101,15408,2021000873527,206.0,2021000154081,250001,1,4,135.0,2,0,6,2021,0,0,2,200,1,100,1,2,1,0,1,0,0,0,0,0,9999999,999999
2386522,2021,202101,1057387,2021001364986,94.0,2021010573871,90040,1,4,81.0,1,15,6,2006,0,0,1,100,40,4000,2,1,1,2,26,0,0,0,0,0,500,999999
1144432,2021,202101,496491,2021000549009,121.0,2021004964911,230618,1,5,104.0,1,7,6,2014,0,0,1,100,18,1800,1,1,1,1,12,0,0,0,0,0,9999999,999999
1923583,2021,202101,849108,2021010074277,65.0,2021008491081,230036,4,1,65.0,2,21,6,2000,0,0,4,400,500,50000,1,2,1,7,71,3,30,1,0,0,0,0
1424908,2021,202101,626070,2021000157437,364.0,2021006260701,50325,1,1,364.0,1,27,1,1994,1,1,1,100,433,43300,2,1,1,11,114,1,10,2,6,50,110000,110000
1317762,2021,202101,575714,2021000822588,54.0,2021005757141,50022,1,2,54.0,1,1,6,2020,0,0,8,826,22,2200,1,2,1,0,1,0,0,0,0,0,9999999,999999
1369359,2021,202101,600436,2021000405126,76.0,2021006004361,90124,1,1,75.0,1,68,1,1953,1,1,6,620,502,50200,2,1,2,11,116,3,30,1,0,0,24000,0
442204,2021,202101,187475,2021001021464,76.0,2021001874751,370106,1,1,76.0,2,44,1,1977,1,1,1,100,6,600,2,1,1,8,81,1,10,2,6,40,115000,115000
2706695,2021,202101,1207436,2021010063997,47.0,2021012074361,360248,4,1,47.0,1,19,6,2002,0,0,1,100,39,3900,2,1,1,7,71,3,30,1,0,0,60,0
1097246,2021,202101,474778,2021001192556,36.0,2021004747781,20217,1,2,46.0,1,55,1,1966,1,1,1,100,17,1700,2,1,1,10,101,1,10,2,6,50,20000,0
2514906,2021,202101,1117522,2021000894077,173.0,2021011175221,290242,1,1,173.0,2,49,1,1972,1,1,1,100,42,4200,2,1,1,6,63,3,30,1,0,0,0,0
3011307,2021,202101,1335497,2021000053701,146.0,2021013354971,5125551,1,3,182.0,2,34,2,1987,1,1,2,200,600,60023,2,1,1,6,65,1,10,2,6,20,18000,18000
2174825,2021,202101,960974,2021000724202,114.0,2021009609741,100037,1,3,92.0,1,13,6,2008,0,0,2,200,37,3700,1,2,1,2,26,0,0,0,0,0,9999999,999999
1530950,2021,202101,673402,2021000621125,149.0,2021006734021,100326,1,1,149.0,1,59,1,1962,1,1,1,100,26,2600,2,1,1,11,114,1,10,2,6,40,110400,110000
3025702,2021,202101,1341567,2021000300790,115.0,2021013415671,5113551,1,1,115.0,1,81,4,1940,1,1,1,100,45,4500,2,1,2,11,115,3,30,1,0,0,51000,0
2181721,2021,202101,963950,2021000823615,98.0,2021009639501,240037,1,2,99.0,1,61,1,1960,1,1,1,100,12,1200,1,1,1,6,63,1,10,2,6,32,36000,36000
2447873,2021,202101,1088674,2021000117008,89.0,2021010886741,10142,1,7,72.0,2,16,6,2005,0,0,2,200,42,4200,1,2,1,4,40,1,10,2,1,30,250,250
3238094,2021,202101,1434506,2021001200392,36.0,2021014345061,160055,1,4,31.0,1,4,6,2017,0,0,1,100,55,5500,2,1,1,1,11,0,0,0,0,0,9999999,999999
1943133,2021,202101,860883,2021000097457,65.0,2021008608831,20036,1,2,57.0,2,60,1,1961,1,1,1,100,36,3600,2,1,1,6,63,3,30,1,0,0,44000,0
1067252,2021,202101,462199,2021000843379,113.0,2021004621991,342117,1,2,102.0,2,76,1,1945,1,1,1,100,17,1700,2,1,2,6,63,3,30,1,0,0,12000,0
622197,2021,202101,260678,2021000681429,78.0,2021002606781,10209,1,1,78.0,2,55,6,1966,0,0,1,100,36,3600,1,2,1,10,101,2,20,2,3,40,89800,79000
2162761,2021,202101,955688,2021000554240,101.0,2021009556881,400037,1,1,101.0,2,38,1,1983,1,1,1,100,37,3700,2,1,1,10,101,1,10,2,6,40,85000,85000
2058232,2021,202101,908420,2021000966532,73.0,2021009084201,120636,1,3,114.0,1,1,6,2020,0,0,8,801,36,3600,1,2,1,0,1,0,0,0,0,0,9999999,999999
2648063,2021,202101,1179295,2021000276893,27.0,2021011792951,10047,1,3,35.0,1,59,5,1962,1,1,8,802,47,4700,1,2,1,3,30,3,30,1,0,0,12000,0
318203,2021,202101,141628,2021000545965,21.0,2021001416281,150006,1,6,17.0,1,0,6,2021,0,0,1,100,41,4100,1,2,1,0,1,0,0,0,0,0,9999999,999999
1696337,2021,202101,748056,2021000568866,113.0,2021007480561,60029,1,2,121.0,2,41,1,1980,1,1,1,100,29,2900,2,1,1,10,101,1,10,2,3,40,175000,175000
1679221,2021,202101,740700,2021000161675,9.0,2021007407001,50029,1,1,9.0,1,56,4,1965,1,1,1,100,29,2900,1,1,1,6,64,1,10,2,6,30,12000,8000
2734204,2021,202101,1223239,2021000112263,267.0,2021012232391,190648,1,1,266.0,1,45,1,1976,1,1,1,100,48,4800,1,1,1,10,101,3,30,1,0,0,0,0
2515095,2021,202101,1117597,2021000896070,103.0,2021011175971,160042,1,1,102.0,2,60,2,1961,1,1,1,100,42,4200,2,1,1,10,101,3,30,1,0,0,0,0
3086506,2021,202101,1366983,2021001347754,170.0,2021013669831,5123551,1,5,285.0,2,0,6,2021,0,0,2,200,51,5100,1,2,1,0,1,0,0,0,0,0,9999999,999999
909736,2021,202101,394160,2021000688874,309.0,2021003941601,40213,1,1,309.0,1,27,6,1994,0,0,1,100,34,3400,1,1,1,8,81,1,10,2,6,40,29600,27000
1236617,2021,202101,538169,2021000944027,28.0,2021005381691,10020,1,2,32.0,1,62,1,1959,1,1,1,100,42,4200,2,1,1,6,63,3,30,1,0,0,13500,0
2796263,2021,202101,1247733,2021000468580,166.0,2021012477331,240048,1,3,85.0,1,4,6,2017,0,0,1,100,48,4800,2,1,1,0,2,0,0,0,0,0,9999999,999999
1506546,2021,202101,662881,2021000260090,24.0,2021006628811,70026,1,1,24.0,2,62,1,1959,1,1,1,100,17,1700,2,1,1,6,65,3,30,1,0,0,132600,0
2176999,2021,202101,961913,2021000755411,109.0,2021009619131,310637,1,3,139.0,1,17,6,2004,0,0,1,100,37,3700,2,1,1,5,50,1,10,2,3,18,5800,5800
111774,2021,202101,51027,2021001069068,47.0,2021000510271,13304,1,1,46.0,1,78,1,1943,1,1,1,100,37,3700,1,1,2,11,116,3,30,1,1,20,39700,0
900289,2021,202101,390263,2021000538681,371.0,2021003902631,600113,1,2,246.0,2,58,1,1963,1,1,2,200,13,1300,2,1,1,4,40,3,30,1,0,0,0,0
3008643,2021,202101,1334396,2021000007739,55.0,2021013343961,5122551,1,2,60.0,1,60,1,1961,1,1,1,100,51,5100,2,1,1,11,114,1,10,2,6,40,301000,300000
1252637,2021,202101,546316,2021000147209,18.0,2021005463161,170321,1,3,22.0,2,13,6,2008,0,0,2,200,26,2600,1,2,1,2,23,0,0,0,0,0,9999999,999999
3240610,2021,202101,1435565,2021001261911,51.0,2021014355651,160055,1,1,51.0,1,65,1,1956,1,1,1,100,27,2700,1,1,2,7,71,3,30,1,0,0,20000,0
1409413,2021,202101,616611,2021001350618,52.0,2021006166111,50124,1,2,58.0,2,59,1,1962,1,1,1,100,36,3600,2,1,1,11,115,1,10,2,6,60,60000,0
3002262,2021,202101,1328915,2021001145301,35.0,2021013289151,20050,1,7,32.0,1,12,6,2009,0,0,1,100,50,5000,1,2,1,2,23,0,0,0,0,0,9999999,999999
2361880,2021,202101,1047104,2021000383089,57.0,2021010471041,130240,1,3,95.0,2,80,5,1941,1,2,1,100,22,2200,2,1,2,7,71,3,30,1,0,0,77700,0
835770,2021,202101,359285,2021001239653,69.0,2021003592851,710312,1,1,68.0,1,54,1,1967,1,1,1,100,12,1200,2,1,1,6,64,1,10,2,6,40,42700,42700
2769478,2021,202101,1237171,2021000313390,223.0,2021012371711,461548,1,1,223.0,1,40,6,1981,0,0,7,700,200,20000,1,1,1,6,63,1,10,2,6,40,40000,40000
49466,2021,202101,23148,2021001410750,22.0,2021000231481,250001,1,1,22.0,2,78,5,1943,1,1,1,100,12,1200,2,1,2,6,61,3,30,1,0,0,19200,0
1240067,2021,202101,539645,2021001127821,59.0,2021005396451,20020,1,3,68.0,1,8,6,2013,0,0,1,100,20,2000,2,1,1,1,14,0,0,0,0,0,9999999,999999
130487,2021,202101,59513,2021000000143,75.0,2021000595131,130005,1,1,75.0,1,47,1,1974,1,1,1,100,21,2100,2,2,1,6,63,1,10,2,6,40,51400,34400
2858090,2021,202101,1272224,2021000819930,73.0,2021012722241,230448,1,2,59.0,1,61,1,1960,1,1,1,100,48,4800,2,1,1,6,64,1,10,2,6,20,10000,10000
2889381,2021,202101,1284569,2021000996041,158.0,2021012845691,460148,1,5,150.0,2,56,2,1965,1,1,7,700,200,20000,1,1,1,6,65,3,30,1,0,0,0,0
2379311,2021,202101,1054364,2021001072996,102.0,2021010543641,100440,1,3,99.0,2,12,6,2009,0,0,7,700,40,4000,2,1,1,2,23,0,0,0,0,0,9999999,999999
1264813,2021,202101,551526,2021000553217,55.0,2021005515261,200021,1,1,55.0,1,51,6,1970,0,0,1,100,21,2100,1,2,1,6,63,2,20,2,1,40,1300,1300
112169,2021,202101,51205,2021001077512,62.0,2021000512051,10104,1,1,62.0,1,72,1,1949,1,1,1,100,30,3000,1,1,2,7,71,1,10,2,6,15,43000,10000
990935,2021,202101,428016,2021010045926,12.0,2021004280161,210017,4,1,12.0,2,19,6,2002,0,0,1,100,42,4200,2,1,1,7,71,3,30,1,1,12,1000,1000
213152,2021,202101,102525,2021000142257,106.0,2021001025251,10106,1,4,105.0,2,15,6,2006,0,0,1,100,6,600,2,1,1,3,30,0,0,0,0,0,3500,999999
249471,2021,202101,116076,2021000282066,134.0,2021001160761,370206,1,2,106.0,2,27,1,1994,1,1,8,826,6,600,1,2,1,4,40,2,20,2,0,0,10800,0
3091118,2021,202101,1369249,2021010031114,116.0,2021013692491,1150353,4,1,116.0,2,24,6,1997,0,0,7,700,17,1700,2,1,1,6,63,1,14,2,6,60,22000,22000
1006348,2021,202101,436561,2021000133174,92.0,2021004365611,353217,1,1,93.0,2,67,1,1954,1,1,2,200,28,2800,1,1,2,6,65,2,20,2,0,0,37600,0
1312571,2021,202101,573457,2021000645680,72.0,2021005734571,130022,1,2,126.0,1,36,6,1985,0,0,2,200,22,2200,1,2,1,6,64,3,30,1,0,0,0,0
1184627,2021,202101,513937,2021010037524,14.0,2021005139371,120019,3,1,14.0,1,79,5,1942,1,1,1,100,19,1900,1,2,2,8,81,3,30,1,0,0,600,0
97104,2021,202101,45015,2021000767728,48.0,2021000450151,20504,1,1,49.0,2,82,1,1939,1,1,1,100,39,3900,2,1,2,10,101,3,30,1,0,0,46700,0
1247590,2021,202101,543937,2021010130494,18.0,2021005439371,170521,3,1,18.0,2,64,6,1957,0,0,2,200,1,100,1,2,2,6,65,3,30,1,0,0,9100,0
1495003,2021,202101,657862,2021000084870,121.0,2021006578621,100326,1,1,121.0,2,68,1,1953,1,1,1,100,26,2600,2,1,2,10,101,3,30,1,0,0,12000,0
2348124,2021,202101,1040119,2021001391606,121.0,2021010401191,280039,1,3,226.0,1,17,6,2004,0,0,1,100,39,3900,2,2,1,5,50,3,30,1,0,0,0,0
1563651,2021,202101,687489,2021001115591,43.0,2021006874891,250026,1,4,40.0,1,9,6,2012,0,0,8,826,26,2600,2,1,1,1,15,0,0,0,0,0,9999999,999999
1776214,2021,202101,783224,2021000663241,43.0,2021007832241,41232,1,1,43.0,1,32,6,1989,0,0,1,100,53,5300,2,1,1,6,63,1,10,2,6,40,36000,36000
2078159,2021,202101,916630,2021001115596,71.0,2021009166301,180136,1,1,71.0,2,37,1,1984,1,1,1,100,36,3600,2,1,1,11,114,1,10,2,6,40,134000,106000
1498942,2021,202101,659585,2021000143987,244.0,2021006595851,290726,1,6,416.0,2,1,6,2020,0,0,2,200,26,2600,1,2,1,0,1,0,0,0,0,0,9999999,999999
3017959,2021,202101,1338327,2021000169605,68.0,2021013383271,5121551,1,1,68.0,2,66,1,1955,1,1,1,100,39,3900,1,1,2,8,81,3,30,1,0,0,5000,0
2577699,2021,202101,1146658,2021000106847,156.0,2021011466581,60245,1,1,157.0,2,56,4,1965,1,1,1,100,45,4500,2,1,1,7,71,1,10,2,6,40,34000,34000
